# Exact machine-readable adjudication lines from ses-shadow-adjudicate-v1.
# Source report: data/ses-shadow-adjudicate-v1/report.md
#
# Class: recovered_orphan_source (43 cards, source post hash per card)
AJBR 67005 | SOURCE_FOUND | ref_digits | source:c90b81d61ab66ea5 d=2026-06-03 from=ajs.build in=1/6 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261102 (re-mint supersession)
AJBR 67170 | SOURCE_FOUND | ref_digits | source:c15c08121ab66ea5 d=2026-06-02 from=ajs.build in=1/8 fields=subject,pdf | link_row_missing:source_case_still_open_as_exception/conflicting_fields
BWCWA6773 | SOURCE_FOUND | ref_full | source:ed7813041ab66ea5 d=2026-06-08 from=primeeco.tech in=3/9 fields=subject | link_row_missing:source_case_still_open_as_exception/below_identity_floor
BWCWA6781 | SOURCE_FOUND | ref_full | source:8dbac79f1ab66ea5 d=2026-06-03 from=primeeco.tech in=1/10 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261103 (re-mint supersession)
MS191469 | SOURCE_FOUND_ADDR_KEY | client | source:981351ff1ab66ea5 d=2026-06-01 from=ajs.build in=9/11 fields=pdf | link_row_missing:source_case_already_carries_job_SWMS-26680 (re-mint supersession)
SWMS-26001 | SOURCE_FOUND_ADDR_KEY | addr_street | source:dbea11951ab66ea5 d=2026-07-11 from=gmail.com in=2/2 fields=subject,body | link_row_missing:source_case_still_open_as_exception/synthetic_livefire_cleanup
SWMS-261054 | SOURCE_FOUND | ref_digits | source:f6680f511ab66ea5 d=2026-07-24 from=ajs.build in=4/4 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261055 (re-mint supersession)
SWMS-261059 | SOURCE_FOUND | ref_full | source:74e80e721ab66ea5 d=2026-06-12 from=notifications.primeeco.tech in=5/9 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26393 | SOURCE_FOUND_ADDR_KEY | client | source:b3c71b896aefde65 d=2026-07-10 from=stratcowa.com.au in=2/27 fields=body | link_row_missing:source_case_still_open_as_exception/below_identity_floor
SWMS-26440 | SOURCE_FOUND | ref_digits | source:034ac9891ab66ea5 d=2026-06-02 from=ajs.build in=1/3 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261095 (re-mint supersession)
SWMS-26441 | SOURCE_FOUND | ref_digits | source:85d999ee1ab66ea5 d=2026-06-02 from=ajs.build in=1/3 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261094 (re-mint supersession)
SWMS-26442 | SOURCE_FOUND | ref_digits | source:33b693b71ab66ea5 d=2026-06-02 from=ajs.build in=1/3 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261093 (re-mint supersession)
SWMS-26443 | SOURCE_FOUND | ref_digits | source:8dabe27d1ab66ea5 d=2026-06-02 from=ajs.build in=1/3 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261092 (re-mint supersession)
SWMS-26444 | SOURCE_FOUND | ref_digits | source:2e3095d41ab66ea5 d=2026-06-02 from=ajs.build in=1/3 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261091 (re-mint supersession)
SWMS-26445 | SOURCE_FOUND | ref_digits | source:2fd44b6a1ab66ea5 d=2026-06-01 from=ajs.build in=1/3 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261089 (re-mint supersession)
SWMS-26447 | SOURCE_FOUND | ref_digits | source:b891aec81ab66ea5 d=2026-06-01 from=ajs.build in=1/3 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261087 (re-mint supersession)
SWMS-26448 | SOURCE_FOUND | ref_digits | source:24d9b7a91ab66ea5 d=2026-06-01 from=ajs.build in=1/3 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261086 (re-mint supersession)
SWMS-26449 | SOURCE_FOUND | ref_digits | source:34c5a9e31ab66ea5 d=2026-06-01 from=ajs.build in=1/3 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261088 (re-mint supersession)
SWMS-26450 | SOURCE_FOUND | ref_digits | source:b72ee03f1ab66ea5 d=2026-06-01 from=ajs.build in=1/1 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-261084 (re-mint supersession)
SWMS-26663 | SOURCE_FOUND | ref_digits | source:0777cd411ab66ea5 d=2026-06-03 from=ajs.build in=2/8 fields=subject,pdf | link_row_missing:source_case_still_open_as_exception/conflicting_fields
SWMS-26674 | SOURCE_FOUND | ref_digits | source:370ccb7d1ab66ea5 d=2026-06-03 from=ajs.build in=1/3 fields=subject,pdf | link_row_missing:source_case_still_open_as_exception/conflicting_fields
SWMS-26679 | SOURCE_FOUND_ADDR_KEY | addr_full | source:88c969261ab66ea5 d=2026-06-03 from=ajs.build in=1/4 fields=body,pdf | link_row_missing:source_case_already_carries_job_SWMS-261100 (re-mint supersession)
SWMS-26692 | SOURCE_FOUND | ref_full | source:7e5043091ab66ea5 d=2026-06-25 from=primeeco.tech in=2/4 fields=subject | link_row_missing:source_case_still_open_as_exception/below_identity_floor
SWMS-26693 | SOURCE_FOUND | ref_full | source:cd9cc3841ab66ea5 d=2026-06-02 from=builderwest.com.au in=1/5 fields=subject | link_row_missing:source_classified_non_work
SWMS-26844 | SOURCE_FOUND | ref_full | source:540c33b61ab66ea5 d=2026-06-18 from=primeeco.tech in=9/13 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26851 | SOURCE_FOUND | ref_full | source:d9118aae1ab66ea5 d=2026-06-19 from=primeeco.tech in=3/3 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26852 | SOURCE_FOUND | ref_full | source:9e60725c1ab66ea5 d=2026-06-19 from=primeeco.tech in=5/5 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26853 | SOURCE_FOUND | ref_full | source:34fe08391ab66ea5 d=2026-06-23 from=primeeco.tech in=4/4 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26855 | SOURCE_FOUND | ref_full | source:755d617c1ab66ea5 d=2026-06-18 from=primeeco.tech in=2/4 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26856 | SOURCE_FOUND | ref_full | source:3e2930571ab66ea5 d=2026-06-19 from=primeeco.tech in=1/1 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26858 | SOURCE_FOUND | ref_full | source:96092c171ab66ea5 d=2026-06-22 from=primeeco.tech in=1/1 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26859 | SOURCE_FOUND | ref_full | source:c8aa3b801ab66ea5 d=2026-06-22 from=primeeco.tech in=1/1 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26864 | SOURCE_FOUND | ref_full | source:998ba2231ab66ea5 d=2026-06-22 from=primeeco.tech in=10/14 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26871 | SOURCE_FOUND | ref_full | source:0ea4cc031ab66ea5 d=2026-06-24 from=primeeco.tech in=4/8 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26879 | SOURCE_FOUND | ref_digits | source:469a7e3a1ab66ea5 d=2026-06-30 from=ajs.build in=2/4 fields=subject,pdf | link_row_missing:source_case_already_carries_job_SWMS-26878 (re-mint supersession)
SWMS-26910 | SOURCE_FOUND | ref_full | source:217f9ed11ab66ea5 d=2026-06-23 from=notifications.primeeco.tech in=4/5 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26920 | SOURCE_FOUND | ref_full | source:5067a8851ab66ea5 d=2026-06-29 from=primeeco.tech in=2/4 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26930 | SOURCE_FOUND | ref_full | source:4d979fe71ab66ea5 d=2026-07-07 from=primeeco.tech in=4/6 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26956 | SOURCE_FOUND | ref_full | source:ba3c116d1ab66ea5 d=2026-06-24 from=primeeco.tech in=4/8 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26957 | SOURCE_FOUND | ref_full | source:99389a481ab66ea5 d=2026-06-19 from=notifications.primeeco.tech in=2/4 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
SWMS-26965 | SOURCE_FOUND | ref_full | source:be0c325a1ab66ea5 d=2026-07-10 from=primeeco.tech in=2/2 fields=subject | link_row_missing:source_case_still_open_as_exception/conflicting_fields
SWMS-26998 | SOURCE_FOUND | ref_full | source:d9118aae1ab66ea5 d=2026-06-19 from=primeeco.tech in=3/3 fields=subject,body,attnames,pdf | link_row_missing:source_case_still_open_as_exception/adapter_parse_failure
WB68792 | SOURCE_FOUND_ADDR_KEY | client | source:8dbac79f1ab66ea5 d=2026-06-03 from=primeeco.tech in=8/26 fields=body,pdf | link_row_missing:source_case_already_carries_job_SWMS-261103 (re-mint supersession)
#
# Class: exact_reference_existing_job (246 instruction authorities)
instruction:00da6b0068a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25857 board_job=SWMS-261059 status=complete job_created=2026-07-24 first_source=2026-06-12 reason=adapter_parse_failure match=exact_ref
instruction:00e6e8fe68a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-24732 board_job=SWMS-26526 status=complete job_created=2026-06-08 first_source=2026-06-08 reason=adapter_parse_failure match=exact_ref
instruction:038a204d68a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25902 board_job=SWMS-26632 status=scheduled job_created=2026-06-15 first_source=2026-06-15 reason=adapter_parse_failure match=exact_ref
instruction:041d0aa668a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-24687 board_job=SWMS-26546 status=archived job_created=2026-06-08 first_source=2026-06-08 reason=adapter_parse_failure match=exact_ref
instruction:044fdf7668a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-24831 board_job=SWMS-26866 status=scheduled job_created=2026-06-30 first_source=2026-06-30 reason=adapter_parse_failure match=exact_ref
instruction:050569a768a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-26287 board_job=SWMS-26825 status=processing job_created=2026-06-26 first_source=2026-06-23 reason=adapter_parse_failure match=exact_ref
instruction:05de97b668a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-24983 board_job=SWMS-26560 status=archived job_created=2026-06-09 first_source=2026-06-09 reason=adapter_parse_failure match=exact_ref
instruction:087da2b368a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-26371 board_job=SWMS-26779 status=processing job_created=2026-06-24 first_source=2026-07-02 reason=adapter_parse_failure match=exact_ref
instruction:09fca55768a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25911 board_job=SWMS-26918 status=accepted job_created=2026-07-06 first_source=2026-06-22 reason=adapter_parse_failure match=exact_ref
instruction:0a276da968a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25730 board_job=SWMS-26730 status=processing job_created=2026-06-21 first_source=2026-06-23 reason=adapter_parse_failure match=exact_ref
instruction:0d05c2e168a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25357 board_job=SWMS-26519 status=cancelled job_created=2026-06-07 first_source=2026-06-06 reason=adapter_parse_failure match=exact_ref
instruction:0f7ffd0168a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-24664 board_job=SWMS-26931 status=accepted job_created=2026-07-08 first_source=2026-07-03 reason=conflicting_fields match=exact_ref
instruction:0fed5d6b68a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-26443 board_job=SWMS-26902 status=processing job_created=2026-07-02 first_source=2026-07-15 reason=adapter_parse_failure match=exact_ref
instruction:10fc341968a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25976 board_job=SWMS-26723 status=processing job_created=2026-06-21 first_source=2026-06-18 reason=adapter_parse_failure match=exact_ref
instruction:111a4d0b68a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-24722 board_job=SWMS-26633 status=scheduled job_created=2026-06-15 first_source=2026-06-15 reason=adapter_parse_failure match=exact_ref
instruction:11ae4a6868a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-26236 board_job=SWMS-26766 status=processing job_created=2026-06-23 first_source=2026-06-23 reason=adapter_parse_failure match=exact_ref
instruction:1306065a68a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25492 board_job=SWMS-26599 status=cancelled job_created=2026-06-11 first_source=2026-06-11 reason=adapter_parse_failure,conflicting_fields match=exact_ref
instruction:16d123eedfde6ac5 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=- board_job=SWMS-261075 status=accepted job_created=2026-07-27 first_source=2026-07-06 reason=adapter_parse_failure match=exact_ref
instruction:177a7f3968a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-26291 board_job=SWMS-26794 status=processing job_created=2026-06-24 first_source=2026-06-24 reason=adapter_parse_failure match=exact_ref
instruction:17e36c3468a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25373 board_job=SWMS-26597 status=archived job_created=2026-06-11 first_source=2026-06-11 reason=conflicting_fields match=exact_ref
instruction:180f8aab68a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25951 board_job=SWMS-26644 status=scheduled job_created=2026-06-16 first_source=2026-06-15 reason=adapter_parse_failure match=exact_ref
instruction:1abc2dfc68a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-27174 board_job=SWMS-261035 status=complete job_created=2026-07-21 first_source=2026-07-21 reason=adapter_parse_failure match=exact_ref
instruction:1f8b687668a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-27129 board_job=SWMS-261028 status=complete job_created=2026-07-21 first_source=2026-07-21 reason=adapter_parse_failure match=exact_ref
instruction:1fd3839ddfde6ac5 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=- board_job=SWMS-26674 status=archived job_created=2026-06-18 first_source=2026-06-03 reason=conflicting_fields match=exact_ref
instruction:20e12b1068a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-26104 board_job=SWMS-26725 status=processing job_created=2026-06-21 first_source=2026-06-18 reason=adapter_parse_failure match=exact_ref
instruction:22e8161568a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-26119 board_job=SWMS-26836 status=scheduled job_created=2026-06-26 first_source=2026-06-22 reason=adapter_parse_failure,conflicting_fields match=exact_ref
instruction:2422f19b68a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25953 board_job=SWMS-26726 status=processing job_created=2026-06-21 first_source=2026-06-23 reason=adapter_parse_failure match=exact_ref
instruction:2639e08068a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-26072 board_job=SWMS-26657 status=scheduled job_created=2026-06-17 first_source=2026-06-17 reason=adapter_parse_failure match=exact_ref
instruction:273e9b5368a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25765 board_job=SWMS-26853 status=accepted job_created=2026-06-30 first_source=2026-06-24 reason=adapter_parse_failure match=exact_ref
instruction:285eefb768a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-26609 board_job=SWMS-26952 status=processing job_created=2026-07-10 first_source=2026-06-30 reason=adapter_parse_failure match=exact_ref
instruction:28d4f51968a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-26470 board_job=SWMS-26822 status=accepted job_created=2026-06-26 first_source=2026-06-26 reason=adapter_parse_failure match=exact_ref
instruction:292c9a5668a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-26443 board_job=SWMS-26902 status=processing job_created=2026-07-02 first_source=2026-07-02 reason=adapter_parse_failure match=exact_ref
instruction:2931434b68a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-24902 board_job=SWMS-26563 status=archived job_created=2026-06-09 first_source=2026-06-09 reason=adapter_parse_failure match=exact_ref
instruction:29b1f41368a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-27037 board_job=SWMS-261020 status=processing job_created=2026-07-21 first_source=2026-07-17 reason=adapter_parse_failure match=exact_ref
instruction:2a84be7a68a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25096 board_job=SWMS-26655 status=complete job_created=2026-06-17 first_source=2026-06-16 reason=adapter_parse_failure match=exact_ref
instruction:2c1349f568a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25492 board_job=SWMS-26604 status=complete job_created=2026-06-12 first_source=2026-06-12 reason=conflicting_fields match=exact_ref
instruction:2c53621568a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25625 board_job=SWMS-26736 status=processing job_created=2026-06-21 first_source=2026-06-23 reason=adapter_parse_failure match=exact_ref
instruction:2c745ec268a45907 | codex:live_instruction_has_no_durable_job | ADJUDICATED_FALSE:job_exists_link_missing | ledger_ref=MLB-25795 board_job=SWMS-26721 status=processing job_created=2026-06-21 first_source=2026-06-18 reason=adapter_parse_failure,conflicting_fields match=exact_ref
